Input_Term,Hiscox_COB,Full_Industry_Code,PL,GL,BOP,Cyber,Source
Hard cider merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Liquors merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Liquors, distilled, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Neutral spirits merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Spirits, distilled, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Wine coolers, alcoholic, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Wines merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Agricultural chemicals merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Agricultural limestone merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Alfalfa merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Ammonia, fertilizer material, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Animal feeds (except pet food) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Beekeeping supplies merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Chemicals, agricultural, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Farm supplies merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Feed additives merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Feeds (except pet) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Fertilizer and fertilizer materials merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Flower bulbs merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Fungicides, agricultural, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Garden supplies (e.g., fertilizers, pesticides) merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Harness equipment merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Hay merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Herbicides merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Horticultural products merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Insecticides, agricultural, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Lawn care supplies (e.g., chemicals, fertilizers, pesticides) merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Lime, agricultural, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Livestock feeds merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Mineral supplements, animal, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Mulch merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Pesticides, agricultural, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Phosphate rock, ground, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Plant bulbs merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Produce containers merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Saddlery merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Seeds (e.g., field, flower, garden) merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Straw merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Tack (e.g., harnesses, saddlery) merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Vegetable dusts and sprays merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Weed killers merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Antique book merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Atlases merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Books merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Brochures merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Magazines merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Maps (except globe, school, wall) merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Newspaper agencies merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Newspapers merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Pamphlets merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Periodicals merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Textbooks merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Artificial flowers and plants merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Bedding plants merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Florist's supplies merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Flowers merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Nursery stock (except plant bulbs, seeds) merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Ornamental plants and flowers merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Plants, potted, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Soil, top and potting, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Trees merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Chewing tobacco merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Cigarettes merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Cigars merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Electronic cigarettes merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Pipe tobacco merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Snuff merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Tobacco (except leaf) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Tobacco products merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Automotive paints merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Calcimines merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Enamels merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Lacquers merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Paint removers merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Paint rollers merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Paint thinners merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Paintbrushes merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Painter's supplies (except artists', turpentine) merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Paints (except artists') merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Pigments, paint, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Shellac merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Spray painting equipment (except industrial-type) merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Stains merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Varnishes merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Wall coverings (e.g., fabric, plastics) merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Wallpaper merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Wood paste merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Aquarium fish and supplies merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Art goods merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Artificial Christmas trees merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Artists' supplies merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Awnings, canvas, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Backpacks, textile, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Bags, textile, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
"Bait, live, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Baskets merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Brushes, artists', merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Burlap merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Candles merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Canvas products merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Cats merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
"Chamois, leather, merchant wholesalers",OOA,                                    ,No,No,No ,No,NAICS
Charcoal merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
Christmas ornaments merchant wholesalers,OOA,                                    ,No,No,No ,No,NAICS
